Unnamed: 0,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL
1781,Kerwin Broderick,Kerwin J Broderick,Kerwin J Broderick,Male ,Single,Bad ,66,140.0,MultiColored,White,Heterosexual,"Newark, New Jersey",United States,Degree in Law,Senior law firm partner,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a6/Kerwin_Broderick_%28Earth-616%29_dd105.jpg/revision/latest/scale-to-width-down/350?cb=20150827195835,"San Francisco, California",https://marvel.fandom.com/wiki/Kerwin_Broderick_(Earth-616),https://marvel.fandom.com/wiki/Kerwin_Broderick_(Earth-616)#Powers_and_Abilities
1782,Adri Nital,Adri Nital,Adri Nital,Male ,Single,Bad ,61,95.0,Red ,Black,Heterosexual,"Jajpur, India",Indian,Homeschooled,Adventurer,2,4,3,4,1,2,https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Adri_Nital_%28Earth-616%29_from_Vampires_The_Marvel_Undead_Vol_1_1_0001.png/revision/latest/scale-to-width-down/142?cb=20160610025843,"Jajpur, India",https://marvel.fandom.com/wiki/Adri_Nital_(Earth-616),https://marvel.fandom.com/wiki/Adri_Nital_(Earth-616)#Powers_and_Abilities
1783,Bessie,Hellcow,Bessie,Female ,Single,Bad ,54,575.0,Red ,Brown,Heterosexual,Switzerland,American,Homeschooled,Arms Dealer,2,4,3,4,1,1,https://static.wikia.nocookie.net/marveldatabase/images/0/03/Bessie_%28Earth-616%29_from_Deadpool_Team_Up_Vol_2_885_0001.jpg/revision/latest/scale-to-width-down/350?cb=20110211210445,S.H.I.E.L.D. Helicarrier U.S.S. Deadpool,https://marvel.fandom.com/wiki/Bessie_(Earth-616),https://marvel.fandom.com/wiki/Bessie_(Earth-616)#Powers_and_Abilities
1784,Steven Rogers ,Captain America,Steven Rogers,Male ,Single,Good ,74,220.0,Blue ,Blond,Heterosexual,Somewhere in colonial America,"British, American",Homeschooled,Captain in the Colonial Army,2,3,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Captain_America_Vol_9_4_Remastered_Variant_Textless.jpg/revision/latest/scale-to-width-down/350?cb=20180726095620,"Philadelphia, Pennsylvania",https://marvel.fandom.com/wiki/Steven_Rogers_(Revolutionary_War)_(Earth-616),https://marvel.fandom.com/wiki/Steven_Rogers_(Revolutionary_War)_(Earth-616)#Powers_and_Abilities
1785,Threkker,Threkker,Threkker,Male ,Single,Bad ,70,150.0,Black ,Bald,Heterosexual,Ravagor,Epsiloni,Homeschooled,"Mercenary,Predator",2,9,2,9,1,2,https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Threkker_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/340?cb=20151128224049,Mobile,https://marvel.fandom.com/wiki/Threkker_(Earth-616),https://marvel.fandom.com/wiki/Threkker_(Earth-616)#Powers_and_Abilities
1786,Barbara Robb,Dream Weaver,Barbara Robb,Female ,Single,Neutral,69,125.0,Green ,Red,Heterosexual,Many Moons of Munnopor realm,American,Homeschooled,Former agent of the Dweller-in-Darkness,2,2,3,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a4/Barbara_Robb_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Mystic_Arcana_The_Book_of_Marvel_Magic_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/289?cb=20170409131050,"San Francisco, California",https://marvel.fandom.com/wiki/Barbara_Robb_(Earth-616),https://marvel.fandom.com/wiki/Barbara_Robb_(Earth-616)#Powers_and_Abilities
1787,Freki,Freki,Freki,Male ,Single,Good ,50,220.0,Red ,Grey,Heterosexual,"Newark, New Jersey",American,Homeschooled,Guardian,2,4,2,3,1,3,https://static.wikia.nocookie.net/marveldatabase/images/9/93/Freki2.png/revision/latest/scale-to-width-down/296?cb=20111213222404,"New York City, New York",https://marvel.fandom.com/wiki/Freki_(Earth-616),https://marvel.fandom.com/wiki/Freki_(Earth-616)#Powers_and_Abilities
1788,Denton Phelps,Hellrazor,Denton Phelps,Male ,Single,Bad ,74,210.0,Blue ,Red,Heterosexual,"Flagstaff, Arizona",American,High school dropout,Mercenary,3,4,2,3,3,4,https://static.wikia.nocookie.net/marveldatabase/images/e/e6/Denton_Phelps_%28Earth-616%29_from_Avengers_Roll_Call_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/219?cb=20161123215832,"New York City, New York",https://marvel.fandom.com/wiki/Denton_Phelps_(Earth-616),https://marvel.fandom.com/wiki/Denton_Phelps_(Earth-616)#Powers_and_Abilities
1789,Iguana,Iguana,Unknown,Male ,Single,Bad ,12,2.2,MultiColored,Bald,Heterosexual,"Miramar, Florida",American,Had Dr. Curtis Connors' memories,Laboratory test subject,2,4,3,4,1,2,https://static.wikia.nocookie.net/marveldatabase/images/c/c6/Iguana_%28Earth-616%29_from_Amazing_Spider-Man_Vol_5_18_001.jpg/revision/latest/scale-to-width-down/297?cb=20200813025459,"New York City, New York",https://marvel.fandom.com/wiki/Iguana_(Earth-616),https://marvel.fandom.com/wiki/Iguana_(Earth-616)#Powers_and_Abilities
1790,Izanagi-No-Mikoto,Izanagi,Izanagi-No-Mikoto,Male ,Married,Neutral,72,350.0,Brown ,Black,Heterosexual,Ama,Japanese,Extensively self-educated,"Ruler of the Gods of Japan; Emperor of Ama, God of the sky",12,13,10,6,6,4,https://static.wikia.nocookie.net/marveldatabase/images/0/05/Izanagi-No-Mikoto_%28Earth-616%29_039.jpg/revision/latest/scale-to-width-down/350?cb=20130409212148,The Jade Court in Ama,https://marvel.fandom.com/wiki/Izanagi-No-Mikoto_(Earth-616),https://marvel.fandom.com/wiki/Izanagi-No-Mikoto_(Earth-616)#Powers_and_Abilities
1791,Randolph James,Futurist,Randolph James,Male ,Widowed,Neutral,144,400.0,Pink ,Bald,Heterosexual,"Montclair, New Jersey",American,PhD in evolutionary biology,"Cosmic explorer; former research scientist, college professor",10,2,7,3,6,1,https://static.wikia.nocookie.net/marveldatabase/images/d/d1/Randolph_James_%28Earth-616%29_from_Fantastic_Four_Vol_1_215.jpg/revision/latest/scale-to-width-down/237?cb=20200424172623,Mobile,https://marvel.fandom.com/wiki/Randolph_James_(Earth-616),https://marvel.fandom.com/wiki/Randolph_James_(Earth-616)#Powers_and_Abilities
1792,Phaeder,Phaeder,Phaeder,Male ,Widowed,Bad ,77,225.0,Brown ,Grey,Heterosexual,"Attilan, Atlantic Ocean",Attilan,Homeschooled,Geneticist,6,5,3,4,1,1,https://static.wikia.nocookie.net/marveldatabase/images/4/4f/Phaeder_%28Earth-616%29_from_FF_Fifty_Fantastic_Years_Vol_1_1_001.png/revision/latest/scale-to-width-down/198?cb=20170103113937,"New York City, New York",https://marvel.fandom.com/wiki/Phaeder_(Earth-616),https://marvel.fandom.com/wiki/Phaeder_(Earth-616)#Powers_and_Abilities
1793,Talisman ,Talisman,Unknown,Male ,Single,Good ,68,170.0,Brown ,Black,Heterosexual,Australia,Australian,Homeschooled,Mystic,3,2,9,2,4,2,https://static.wikia.nocookie.net/marveldatabase/images/3/31/Talisman_%28Australian%29_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_1_11_001.png/revision/latest/scale-to-width-down/179?cb=20090119153736,Australia,https://marvel.fandom.com/wiki/Talisman_(Australian)_(Earth-616),https://marvel.fandom.com/wiki/Talisman_(Australian)_(Earth-616)#Powers_and_Abilities
1794,Blank ,Blank,Clyde ,Male ,Single,Bad ,71,175.0,Brown ,Brown,Heterosexual,Los Angeles,American,Homeschooled,Criminal,2,2,2,5,1,2,https://static.wikia.nocookie.net/marveldatabase/images/e/ec/Blank_%28Clyde%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_580_001.jpg/revision/latest/scale-to-width-down/350?cb=20101216063655,"New York City, New York",https://marvel.fandom.com/wiki/Blank_(Clyde)_(Earth-616),https://marvel.fandom.com/wiki/Blank_(Clyde)_(Earth-616)#Powers_and_Abilities
1795,Hubert Carpenter,Walrus,Hubert Carpenter,Male ,Single,Bad ,72,360.0,Blue ,Black,Heterosexual,"Brooklyn, New York City, New York",American,Questionable,Cab Driver,2,4,1,3,1,2,https://static.wikia.nocookie.net/marveldatabase/images/2/27/Hubert_Carpenter_%28Earth-616%29_from_Fear_Itself_Deadpool_Vol_1_1_0001.png/revision/latest/scale-to-width-down/350?cb=20110609023559,"New York City, New York",https://marvel.fandom.com/wiki/Hubert_Carpenter_(Earth-616),https://marvel.fandom.com/wiki/Hubert_Carpenter_(Earth-616)#Powers_and_Abilities
1796,Misty Collins,Misty Collins,Misty Collins,Female ,Single,Good ,67,125.0,Blue ,Blond,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,6,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/4/4a/Misty_Collins_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/327?cb=20100615014335,"New York City, New York",https://marvel.fandom.com/wiki/Misty_Collins_(Earth-616),https://marvel.fandom.com/wiki/Misty_Collins_(Earth-616)#Powers_and_Abilities
1797,Scaleface,Scaleface,Unknown,Female ,Single,Neutral ,67,139.0,Brown ,Blue,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,4,2,5,1,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Scaleface_%28Earth-616%29_from_X-Factor_Vol_1_11.png/revision/latest/scale-to-width-down/350?cb=20180603015054,The Morlock Tunnels beneath the New York City subway system,https://marvel.fandom.com/wiki/Scaleface_(Earth-616),https://marvel.fandom.com/wiki/Scaleface_(Earth-616)#Powers_and_Abilities
1798,Roland Rayburn,Persuader,Roland Rayburn ,Male ,Single,Bad ,70,170.0,Blue ,Blond,Heterosexual,"Newark, New Jersey",American,Homeschooled,Wall Street trader,2,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/0/00/Roland_Rayburn_%28Earth-616%29_from_Spectacular_Spider-Man_Vol_1_143_001.jpg/revision/latest/scale-to-width-down/350?cb=20180314215722,"New York City, New York",https://marvel.fandom.com/wiki/Roland_Rayburn_(Earth-616),https://marvel.fandom.com/wiki/Roland_Rayburn_(Earth-616)#Powers_and_Abilities
1799,Sequoia,Quoi,Sequoia,Male ,Single,Good ,68,190.0,Green ,Green,Heterosexual,Earth,Tamal,"Educated by his father, the elder Cotati",Celestial Messiah,2,2,2,3,4,3,https://static.wikia.nocookie.net/marveldatabase/images/c/cd/Sequoia_%28Earth-616%29_from_Empyre_Vol_1_2_002.jpg/revision/latest/scale-to-width-down/325?cb=20210128075055,"New York City, New York",https://marvel.fandom.com/wiki/Sequoia_(Earth-616),https://marvel.fandom.com/wiki/Sequoia_(Earth-616)#Powers_and_Abilities
1800,Bercilak de Hautdesert,Green Knight,Lord Bercilak de Hautdesert ,Male ,Single,Good ,71,290.0,Green ,Green,Heterosexual,Charnwood Forest ,Otherworlder,Homeschooled,"Embodiment of nature, protector of earth",3,13,3,7,6,4,https://static.wikia.nocookie.net/marveldatabase/images/5/51/Green_Knight_from_Knights_of_Pendragon_Vol_1_6_001.png/revision/latest/scale-to-width-down/350?cb=20201123025155,Green Chapel,https://marvel.fandom.com/wiki/Bercilak_de_Hautdesert_(Earth-616),https://marvel.fandom.com/wiki/Bercilak_de_Hautdesert_(Earth-616)#Powers_and_Abilities
1801,Monkey Joe,Monkey Joe,Monkey Joe,Male ,Single,Good ,27,2.2,Black ,Brown,Heterosexual,"Newark, New Jersey",American,Homeschooled,Squirrel,2,1,3,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/9/9d/Monkey_Joe_%28Earth-616%29_from_G.L.A._Vol_1_2_0001.jpg/revision/latest/scale-to-width-down/350?cb=20080817034119,"New York City, New York",https://marvel.fandom.com/wiki/Monkey_Joe_(Earth-616),https://marvel.fandom.com/wiki/Monkey_Joe_(Earth-616)#Powers_and_Abilities
1802,Angela Cairn,Nocturne,Angela Cairn,Female ,Single,Good ,68,175.0,White ,Blond,Heterosexual,"Newark, New Jersey",American,Police academy training,Former police officer,2,4,3,3,3,3,https://static.wikia.nocookie.net/marveldatabase/images/0/01/Peter_Parker_%26_Angela_Cairn_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_395_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200419032026,"New York City, New York",https://marvel.fandom.com/wiki/Angela_Cairn_(Earth-616),https://marvel.fandom.com/wiki/Angela_Cairn_(Earth-616)#Powers_and_Abilities
1803,Rachel Argosy,Rhapsody,Rachel Argosy,Female ,Single,Neutral ,68,131.0,Blue ,Blue,Heterosexual,"Newark, New Jersey",American,Presumably BA in music education,"Musician, possibly prostitute, former music teacher, fugitive, prisoner",2,2,3,2,4,2,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Rachel_Argosy_%28Earth-616%29_from_Uncanny_X-Men_Vol_3_16_0002.png/revision/latest/scale-to-width-down/203?cb=20140214135944,Madripoor,https://marvel.fandom.com/wiki/Rachel_Argosy_(Earth-616),https://marvel.fandom.com/wiki/Rachel_Argosy_(Earth-616)#Powers_and_Abilities
1804,Bernard Hoyster,Sluggo,Bernard Hoyster,Male ,Single,Neutral ,88,450.0,Blue ,Black,Heterosexual,"Newark, New Jersey","Canadian, Hell",Military combat training,Mercenary,1,3,2,6,4,4,https://static.wikia.nocookie.net/marveldatabase/images/7/76/Bernard_Hoyster_%28Earth-616%29_from_Deadpool_Corps_Rank_and_Foul_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20170506092908,Mobile,https://marvel.fandom.com/wiki/Bernard_Hoyster_(Earth-616),https://marvel.fandom.com/wiki/Bernard_Hoyster_(Earth-616)#Powers_and_Abilities
1805,Suma-Ket,Suma-Ket,Suma-Ket,Male ,Widowed,Bad ,76,230.0,MultiColored,Grey,Heterosexual,"Newark, New Jersey","Unforgiven Dead society,  ; formerly Atlantean",Homeschooled,"Warrior-mage, priest, necromancer, king of the Unforgiven Dead; formerly king/ruler and object of worship in Atlantis",3,5,3,4,5,5,https://static.wikia.nocookie.net/marveldatabase/images/b/bc/Suma-Ket_%28Earth-616%29_and_Socus_%28Earth-616%29_from_Namor_the_Sub-Mariner_Vol_1_40_0001.png/revision/latest/scale-to-width-down/267?cb=20120116232026,"New York City, New York",https://marvel.fandom.com/wiki/Suma-Ket_(Earth-616),https://marvel.fandom.com/wiki/Suma-Ket_(Earth-616)#Powers_and_Abilities
1806,Tamika Bowden,Wildstreak,Tamika Bowden,Female ,Single,Good ,69,120.0,Brown ,Black,Heterosexual,"Newark, New Jersey",American,College Graduate,"Adventurer, formerly professional gymnast",2,4,3,3,1,3,https://static.wikia.nocookie.net/marveldatabase/images/f/ff/Tamika_Bowden_%28Earth-616%29_from_FF_Fifty_Fantastic_Years_Vol_1_1_001.png/revision/latest/scale-to-width-down/346?cb=20170103115551,"New York City, New York",https://marvel.fandom.com/wiki/Tamika_Bowden_(Earth-616),https://marvel.fandom.com/wiki/Tamika_Bowden_(Earth-616)#Powers_and_Abilities
1807,Bartholomew Gallows,Americop,"Bartholomew ""Bart"" Gallows",Male ,Single,Neutral ,73,225.0,Green ,Red,Heterosexual,"Sugar Land, Texas",American,High School Diploma and Police Academy Training,"Vigilante, former Police Officer",3,7,2,10,1,7,https://static.wikia.nocookie.net/marveldatabase/images/0/0f/Bartholomew_Gallows_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_1.jpg/revision/latest/scale-to-width-down/266?cb=20160331180631,"New York City, New York",https://marvel.fandom.com/wiki/Bartholomew_Gallows_(Earth-616),https://marvel.fandom.com/wiki/Bartholomew_Gallows_(Earth-616)#Powers_and_Abilities
1808,John Carik,Bible John,John Carik,Male ,Single,Good ,70,170.0,Blue ,Blond,Heterosexual,"Edinburgh, Scotland, UK","Scottish, British",Ph.D in history,Scholar; former Kronenberg Institute Director of Antiquities,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/6/60/John_Carik_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Mystic_Arcana_The_Book_of_Marvel_Magic_Vol_1_1_001.gif/revision/latest/scale-to-width-down/259?cb=20120218075723,"Chiaroscuro, New York",https://marvel.fandom.com/wiki/John_Carik_(Earth-616),https://marvel.fandom.com/wiki/John_Carik_(Earth-616)#Powers_and_Abilities
1809,Baby Karen,Baby Karen,Karen,Female ,Single,Neutral,18,15.0,MultiColored,MultiColored,Heterosexual,"Newark, New Jersey",American,Homeschooled,Infant,1,1,1,1,1,1,https://static.wikia.nocookie.net/marveldatabase/images/7/74/Daredevil_Vol_2_2_Textless.jpg/revision/latest/scale-to-width-down/327?cb=20200414114828,New Jersey,https://marvel.fandom.com/wiki/Baby_Karen_(Earth-616),https://marvel.fandom.com/wiki/Baby_Karen_(Earth-616)#Powers_and_Abilities
1810,Olivier,Olivier,Olivier,Male ,Single,Bad ,72,250.0,Yellow ,Black,Heterosexual,Heaven,Hell,Homeschooled,"Demon Lord, Lord of his Hell, crime lordFormerlyprince of the Archangels, mobster",3,4,2,4,6,3,https://static.wikia.nocookie.net/marveldatabase/images/2/23/Olivier_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_8_0001.jpg/revision/latest/scale-to-width-down/251?cb=20170414133002,Hell,https://marvel.fandom.com/wiki/Olivier_(Earth-616),https://marvel.fandom.com/wiki/Olivier_(Earth-616)#Powers_and_Abilities
1811,Richard Dennison,Firebrand,Richard L. Dennison,Male ,Single,Bad ,69,175.0,Orange ,Bald,Heterosexual,"Plympton, Massachusetts",American,Homeschooled,Terrorist,2,6,3,6,5,2,https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Richard_Dennison_%28Earth-616%29_from_Captain_America_Steve_Rogers_Vol_1_1.jpg/revision/latest/scale-to-width-down/350?cb=20170916151107,"New York City, New York",https://marvel.fandom.com/wiki/Richard_Dennison_(Earth-616),https://marvel.fandom.com/wiki/Richard_Dennison_(Earth-616)#Powers_and_Abilities
1812,Mikado,Mikado,Unknown,Female ,Single,Good ,67,120.0,MultiColored,Black,Heterosexual,"Newark, New Jersey",Japanese,Homeschooled,Vampire hunter,2,2,2,2,1,5,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Mikado_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/88?cb=20140613203556,"New York City, New York",https://marvel.fandom.com/wiki/Mikado_(Earth-616),https://marvel.fandom.com/wiki/Mikado_(Earth-616)#Powers_and_Abilities
1813,Mosha,Mosha,Mosha,Female ,Single,Good ,67,120.0,Brown ,Black,Heterosexual,"Newark, New Jersey",Japanese,Homeschooled,Vampire Hunter,2,2,2,2,1,5,https://static.wikia.nocookie.net/marveldatabase/images/1/10/Mosha_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/247?cb=20140613203545,"New York City, New York",https://marvel.fandom.com/wiki/Mosha_(Earth-616),https://marvel.fandom.com/wiki/Mosha_(Earth-616)#Powers_and_Abilities
1814,Coach,Coach,Unknown,Male ,Single,Bad ,71,175.0,Red ,White,Heterosexual,"Newark, New Jersey",American,Homeschooled,"Coach, Teacher, Team Leader",3,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/1/1e/Coach_%28Earth-616%29_from_X-Force_Vol_1_117.png/revision/latest/scale-to-width-down/190?cb=20121020174741,"X-Force Building, Santa Monica, Los Angeles",https://marvel.fandom.com/wiki/Coach_(Earth-616),https://marvel.fandom.com/wiki/Coach_(Earth-616)#Powers_and_Abilities
1815,Leyu Yoshida,Sunpyre,Leyu Yoshida,Female ,Single,Good ,67,125.0,Brown ,Black,Heterosexual,Japan,Japanese,Homeschooled,Adventurer,2,2,5,2,5,2,https://static.wikia.nocookie.net/marveldatabase/images/9/95/Leyu_Yoshida_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_392.png/revision/latest/scale-to-width-down/350?cb=20131105033215,"New York City, New York",https://marvel.fandom.com/wiki/Leyu_Yoshida_(Earth-616),https://marvel.fandom.com/wiki/Leyu_Yoshida_(Earth-616)#Powers_and_Abilities
1816,Mary Zero ,Mary Zero,Mary ,Female ,Single,Neutral,60,98.0,Brown ,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Adventurer,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/d/d8/Mary_Zero_%28Mary%29_%28Earth-616%29_from_Deadpool_Corps_Rank_and_Foul_Vol_1_1_001.png/revision/latest/scale-to-width-down/241?cb=20200412093211,New York,https://marvel.fandom.com/wiki/Mary_Zero_(Mary)_(Earth-616),https://marvel.fandom.com/wiki/Mary_Zero_(Mary)_(Earth-616)#Powers_and_Abilities
1817,Michael Hart,Judge,Michael Hart,Male ,Widowed,Neutral ,73,195.0,Black ,Bald,Heterosexual,"Cherry Hill, New Jersey",American,law degree,"Vigilante; former defense attorney, judge",3,3,10,5,2,2,https://static.wikia.nocookie.net/marveldatabase/images/6/60/Michael_Hart_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_5_000.JPG/revision/latest/scale-to-width-down/350?cb=20060604171611,New York City,https://marvel.fandom.com/wiki/Michael_Hart_(Earth-616),https://marvel.fandom.com/wiki/Michael_Hart_(Earth-616)#Powers_and_Abilities
1818,Harald Jaekelsson,Harald Jaekelsson,Harald Jaekelsson,Male ,Single,Bad ,91,365.0,Brown ,Black,Heterosexual,"Newark, New Jersey",Vikings,Homeschooled,Viking leader; warrior,2,6,3,7,1,4,https://static.wikia.nocookie.net/marveldatabase/images/7/78/Thor_Vikings_Vol_1_3_Textless.jpg/revision/latest/scale-to-width-down/331?cb=20190712062347,Mobile,https://marvel.fandom.com/wiki/Harald_Jaekelsson_(Earth-616),https://marvel.fandom.com/wiki/Harald_Jaekelsson_(Earth-616)#Powers_and_Abilities
1819,Maximus Lobo,Maximus Lobo,Maximus Lobo,Male ,Single,Bad ,71,175.0,Blue ,Grey,Heterosexual,"Newark, New Jersey",German,Homeschooled,Adventurer,3,4,3,4,1,3,https://static.wikia.nocookie.net/marveldatabase/images/4/4e/Maximus_Lobo_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_417.png/revision/latest/scale-to-width-down/265?cb=20131109174341,"Erfurt, Germany",https://marvel.fandom.com/wiki/Maximus_Lobo_(Earth-616),https://marvel.fandom.com/wiki/Maximus_Lobo_(Earth-616)#Powers_and_Abilities
